,p_syn,profit,l_cost,u_cost,is_in_opt_sol
65,0.91,0.04421662883000871,0.02392645246967299,0.031104388210574884,1.0
66,0.82,0.05262601387403855,0.0018103006516961232,0.003439571238222634,1.0
67,0.78,0.06863503186970571,0.008029386572219353,0.015255834487216768,1.0
68,0.92,0.07189088250423994,0.00538435261519648,0.006999658399755423,1.0
69,0.95,0.037551304380719866,0.015009237192285753,0.01951200834997148,1.0
70,0.89,0.055828509714980906,0.0021829005944971375,0.0028377707728462786,1.0
71,0.85,0.061957206214980465,0.008262676844844058,0.010741479898297275,1.0
72,0.86,0.04762913376200214,0.028382276366694048,0.045411642186710476,1.0
73,0.82,0.07238639163740752,0.008877021076683249,0.011540127399688226,1.0
74,0.94,0.04439098142183845,0.036793171377833424,0.047831122791183456,-0.0
75,0.85,0.032133585204609016,0.021699937253005088,0.04122988078070967,-0.0
76,0.91,0.03317560208675029,0.004685086968532682,0.007496139149652291,1.0
77,0.93,0.06338248971144943,0.00347466063133041,0.004517058820729533,1.0
78,0.87,0.05759706078533029,0.025646450323446836,0.04103432051751494,1.0
79,0.85,0.07590737467750115,0.017542957369897184,0.022805844580866343,1.0
80,0.7,0.07552697770403453,0.020139672055719048,0.026181573672434764,1.0
81,1.0,0.07417839434867288,0.023707949323121664,0.04504510371393116,1.0
82,0.92,0.033238874176575464,0.03876338554065519,0.050392401202851746,-0.0
83,0.88,0.06659681245083311,0.010781546852915175,0.020484939020538835,1.0
84,0.8,0.06434143852388054,0.01885528771434397,0.03582504665725354,0.0
85,0.82,0.06217319687872944,0.007295503514079148,0.01386145667675038,1.0
86,0.87,0.06486189795089313,0.00860178349178459,0.011182318539319969,1.0
87,0.88,0.0738415258343075,0.031093020545242572,0.04042092670881535,1.0
88,0.91,0.06145518210016818,0.03327500274194346,0.053240004387109546,-0.0
89,0.8,0.048827168262698326,0.021132646882148914,0.02747244094679359,-0.0
90,0.76,0.056633446265637336,0.023719727369310644,0.037951563790897036,0.0
91,0.91,0.04106213710856598,0.026364349301447654,0.034273654091881954,0.0
92,0.75,0.058954236650513504,0.01890944704663764,0.030255115274620225,-0.0
93,0.79,0.031677073919697464,0.03537617005532369,0.06721472310511499,-0.0
94,0.85,0.03838168473247858,0.03604537546432158,0.06848621338221099,-0.0
95,0.69,0.04698546651084783,0.01451008269784342,0.0275691571259025,1.0
96,0.75,0.06850679624587373,0.01042795704593077,0.019813118387268458,1.0
97,0.87,0.06515162785718588,0.027333466723924393,0.04373354675827903,-0.0
98,0.91,0.04721414479403033,0.02928391300316047,0.04685426080505675,-0.0
99,0.95,0.06053043213061581,0.02918559591527818,0.05545263223902854,-0.0
0,0.77,0.053443033777555965,0.05221667541210467,0.06788167803573607,1.0
1,0.73,0.06877122529072582,0.005988985467098669,0.00958237674735787,1.0
2,0.83,0.054041387326303,0.04577087041118881,0.08696465378125874,-0.0
3,0.8,0.07712487554849337,0.044351774752367526,0.07096283960378803,0.0
4,0.78,0.04929051214409081,0.014545137854805493,0.018908679211247142,1.0
5,0.87,0.05021490432928933,0.033540958916665496,0.06372782194166443,0.0
6,0.79,0.04482796794076877,0.03752198392389509,0.060035174278232135,0.0
7,0.94,0.09277231143061357,0.03523453694767062,0.06694562020057418,1.0
8,0.95,0.05043226387424245,0.047094157186564595,0.08947889865447273,0.0
9,0.88,0.04513227295312096,0.051861656017845724,0.09853714643390687,-0.0
10,0.87,0.08745189658626266,0.051129895611560214,0.0971468016619644,0.0
11,0.92,0.07330497856142926,0.015435918834888832,0.02006669448535548,1.0
12,0.75,0.0786634528065142,0.04767110742388643,0.0762737718782183,-0.0
13,0.82,0.06845958919709104,0.025952229668496293,0.04152356746959407,1.0
14,0.8,0.08844891819014035,0.0496346098352895,0.0794153757364632,-0.0
15,0.8,0.09342442348964106,0.04878109080214118,0.09268407252406824,-0.0
16,0.88,0.057315478312005765,0.009887613174026214,0.012853897126234077,1.0
17,0.95,0.09641313182558131,0.013718397788999121,0.017833917125698855,1.0
18,0.89,0.07145101180319571,0.010541713414468292,0.01370422743880878,1.0
19,0.93,0.04492774520908742,0.008401447480043697,0.015962750212083023,1.0
20,0.76,0.08232493670776467,0.02032637562950768,0.03862011369606459,1.0
21,0.88,0.10135707960803457,0.03716013618314563,0.04830817703808932,0.0
22,0.8,0.10446970269572133,0.05430992542588796,0.08689588068142073,-0.0
23,0.97,0.08166874596231193,0.04369924851583856,0.08302857218009327,0.0
24,0.76,0.10392750623531123,0.029186049816027564,0.046697679705644105,1.0
25,0.91,0.08704529404598532,0.04332425646075401,0.06931881033720642,-0.0
26,0.91,0.07500714838639591,0.02044375527037858,0.03271000843260573,1.0
27,0.85,0.04480704563220273,0.009710939240846725,0.015537502785354762,1.0
28,0.95,0.10655529511213485,0.03933508763867117,0.06293614022187387,0.0
29,0.8,0.05130920816084165,0.036113670542796406,0.04694777170563533,0.0
30,0.8,0.06757259328079845,0.027295561296889884,0.043672898075023815,-0.0
31,0.81,0.08882340718749518,0.027874558353367808,0.044599293365388495,0.0
32,0.83,0.10470370066363853,0.03647595327175195,0.058361525234803126,-0.0
33,0.89,0.06375373361568719,0.04920415000251516,0.07872664000402424,0.0
34,0.83,0.10089192509769616,0.01984954765666894,0.037714140547670985,1.0
35,0.9,0.07057551193754197,0.05030736117523521,0.0955839862329469,0.0
36,0.81,0.050418631535136225,0.025506089213483546,0.04846156950561874,0.0
37,0.88,0.05654465363658929,0.012953021648150886,0.020724834637041417,1.0
38,0.86,0.09439624323157059,0.04465774635872272,0.05805507026633954,-0.0
39,0.86,0.09768027253902792,0.04797395567323742,0.09115051577915109,0.0
40,0.99,0.09680550190051428,0.01543039852778993,0.02468863764446389,1.0
41,0.79,0.047464637687951124,0.017645693214159913,0.03352681710690383,1.0
42,0.89,0.08533969461278991,0.045533914302529704,0.08651443717480643,-0.0
43,0.9,0.07392706905688128,0.028778668310014906,0.05467946978902832,0.0
44,0.92,0.10188881348230745,0.03402259360460656,0.05443614976737051,-0.0
45,0.94,0.08378230873683684,0.017767683671410937,0.023097988772834217,1.0
46,0.89,0.04387840551670746,0.027236337867884045,0.04357814058861447,1.0
47,0.93,0.04511271320565622,0.05104661534377433,0.09698856915317122,-0.0
48,0.83,0.0635927918843836,0.04826130428957883,0.07721808686332614,0.0
49,0.91,0.09099960354700094,0.03991254716481444,0.05188631131425878,-0.0
50,0.87,0.057907563844116154,0.054411045460036146,0.070734359098047,-0.0
51,0.99,0.0757053781144556,0.004233573336199279,0.008043789338778631,1.0
52,0.87,0.05112402594531606,0.003706896168503783,0.007043102720157186,1.0
53,0.83,0.06802604540561091,0.013210003706497627,0.017173004818446917,1.0
54,0.79,0.09049834667114948,0.04143237445303975,0.05386208678895168,1.0
55,0.85,0.05269182724197594,0.04675719696303876,0.06078435605195039,-0.0
56,0.83,0.06615917840319091,0.04519592550458617,0.058754703155962026,-0.0
57,0.91,0.10176742595371485,0.02370749075989613,0.045044232443802644,-0.0
58,0.79,0.060203603980263296,0.041701857577416346,0.05421241485064125,-0.0
59,0.88,0.05159574944474875,0.020468917509379098,0.026609592762192828,1.0
60,0.87,0.08397813463072473,0.014433821151995744,0.01876396749759447,1.0
61,0.77,0.06547320020855596,0.005524723780869583,0.007182140915130459,1.0
62,0.91,0.06918793438297503,0.0024467015140859022,0.004648732876763214,1.0
63,0.9,0.05743812134381778,0.05021642953546283,0.08034628725674052,-0.0
64,0.9,0.05044386076354186,0.014764752612908237,0.019194178396780708,1.0
65,0.72,0.08408576334270487,0.04038515844471364,0.0767318010449559,-0.0
66,0.79,0.07438859017303022,0.03807007695256966,0.060912123124111456,0.0
67,0.82,0.04636176691104613,0.03261349056721861,0.04239753773738419,-0.0
68,0.87,0.08983433249785802,0.009188766059074434,0.011945395876796765,1.0
69,0.89,0.06260419336365557,0.0013157491953302365,0.0024999234711274494,1.0
70,0.85,0.10648507068974246,0.03466153331749827,0.06585691330324671,-0.0
71,0.75,0.0528099967374916,0.007140339625904082,0.011424543401446531,1.0
72,0.78,0.06812563716024526,0.027228560709258224,0.04356569713481316,1.0
73,0.82,0.07529573958200197,0.025083740049915804,0.047659106094840024,1.0
74,0.81,0.10033075173116932,0.04066107716065302,0.06505772345704484,0.0
75,0.86,0.09073598413386562,0.04150148577906718,0.07885282298022765,-0.0
76,0.83,0.0912848970286269,0.038810710497766986,0.06209713679642718,0.0
77,0.82,0.07101584284110864,0.052363723542452924,0.0680728406051888,-0.0
78,0.9,0.07581534520579766,0.036430118534118185,0.0582881896545891,0.0
79,0.85,0.08815611275598632,0.04592608858838404,0.05970391516489925,1.0
80,0.9,0.06942198241701131,0.02503927967169934,0.032551063573209145,1.0
81,0.81,0.05378970486275722,0.028807457342614754,0.046091931748183615,1.0
82,0.93,0.08266693075268627,0.027130201932747015,0.04340832309239522,1.0
83,1.08,0.07951816187173559,0.00878284532032385,0.014052552512518161,1.0
84,0.88,0.08916612588499669,0.014946913146056895,0.028399134977508098,1.0
85,0.93,0.08940136464083068,0.05300007028480035,0.10070013354112066,-0.0
86,0.79,0.049060202330833476,0.002055708677128169,0.003905846486543521,1.0
87,0.88,0.09127750624954566,0.052375269629060014,0.09951301229521402,-0.0
88,0.81,0.08130200750968482,0.004127802234260405,0.005366142904538527,1.0
89,0.84,0.04819740571070261,0.0081343071915669,0.01057459934903697,1.0
90,0.81,0.05508444611679735,0.006218247364313069,0.01181466999219483,1.0
91,0.9,0.07930186002858723,0.01347944711382598,0.025610949516269358,1.0
92,0.79,0.09642787086230559,0.05104532974653999,0.066358928670502,-0.0
93,0.82,0.10245715780280255,0.013523231930050249,0.0216371710880804,1.0
94,0.86,0.09592047371130061,0.005024424088477052,0.006531751315020168,1.0
95,0.88,0.10332062731624236,0.032708630689448286,0.06214639830995173,0.0
96,0.9,0.08823032596754947,0.043422436218695175,0.08250262881552084,0.0
97,0.89,0.09665789695950416,0.03903280695440583,0.06245249112704933,0.0
98,0.83,0.04599380178854154,0.037699228273856494,0.060318765238170396,-0.0
99,0.95,0.10742423808223152,0.029230126537841874,0.03799916449919444,1.0
0,0.78,0.10530228416180286,0.015389769177298809,0.020006699930488453,1.0
1,0.95,0.06868727907078065,0.044504427107607825,0.07120708337217252,0.0
2,0.9,0.11189037192436894,0.010524463205378674,0.013681802166992277,1.0
3,0.89,0.1129038397256377,0.0024138958844005056,0.00458640218036096,1.0
4,0.81,0.09948901420489181,0.056310551921261755,0.07320371749764028,-0.0
5,0.83,0.08305230573950458,0.014542442526284746,0.027630640799941018,1.0
6,0.86,0.0836123022023582,0.022842737729729223,0.02969555904864799,1.0
7,0.87,0.07857276502062961,0.05084469982206059,0.08135151971529696,0.0
8,0.76,0.07759486152937,0.014090707668764127,0.018317919969393366,1.0
9,0.94,0.10759858388888752,0.05096762112866537,0.08154819380586459,0.0
10,0.84,0.06439942217386145,0.0492590227288967,0.06403672954756572,-0.0
11,0.86,0.060390830598223005,0.011115314432812978,0.017784503092500764,1.0
12,0.84,0.09375847422834611,0.038849069212655,0.0738132315040445,0.0
13,0.8,0.06779634180264926,0.05888902820790365,0.09422244513264584,-0.0
14,0.87,0.07798803591224228,0.006428584969921568,0.012214311442850978,1.0
15,0.92,0.1055193851217637,0.021471978452419518,0.03435516552387123,1.0
16,0.82,0.07690598826849626,0.03158662988211571,0.04106261884675043,1.0
17,0.92,0.06521951376859267,0.01606632224560283,0.025706115592964526,1.0
18,0.77,0.052783234642425896,0.006586286779480844,0.012513944881013603,1.0
19,0.81,0.11885781039212412,0.05166028671649393,0.06715837273144212,-0.0
20,0.85,0.060770614389448745,0.055765381895483156,0.10595422560141798,0.0
21,0.81,0.09363103972704458,0.043525676925222204,0.06964108308035552,0.0
22,0.82,0.1091015230821332,0.05211524201664689,0.09901895983162909,-0.0
23,0.96,0.09025163181760039,0.012934012169306204,0.020694419470889926,1.0
24,0.78,0.10659182433229049,0.03716501943235193,0.0594640310917631,0.0
25,0.87,0.11622796332928766,0.028311237447621308,0.0368046086819077,1.0
26,0.72,0.08121677026992849,0.019534224280930886,0.025394491565210148,1.0
27,0.94,0.05466694467901587,0.00608996474067119,0.009743943585073904,1.0
28,0.88,0.10004659887483178,0.03881157196727606,0.062098515147641704,0.0
29,0.83,0.057164536814608403,0.03236184910381212,0.06148751329724301,-0.0
30,0.82,0.09013636847110436,0.029503484457074194,0.04720557513131871,0.0
31,0.89,0.0677678095142267,0.009929800022696592,0.018866620043123526,1.0
32,0.83,0.10583913250569695,0.012960915626173675,0.02073746500187788,1.0
33,0.95,0.05189803615597599,0.056045117185931234,0.10648572265326933,0.0
34,0.89,0.05471853251289845,0.03919048508519705,0.06270477613631528,0.0
35,0.79,0.11356577816310338,0.012248614085080586,0.019597782536128937,1.0
36,0.88,0.1154771428212906,0.04604821380968802,0.07367714209550084,0.0
37,0.88,0.07071148869642316,0.03929653382707436,0.051085493975196676,0.0
38,0.76,0.07439038476924623,0.05549202810015308,0.072139636530199,0.0
39,0.83,0.05435374748477679,0.05159809662518009,0.09803638358784217,-0.0
40,0.8,0.11951367603424877,0.014958983195301019,0.028422068071071935,1.0
41,0.98,0.08225677593823948,0.03815634981775151,0.04960325476307696,-0.0
42,0.93,0.06396931768196637,0.00855454463630127,0.01112090802719165,1.0
43,0.85,0.12074302050052031,0.01868285132731689,0.024287706725511955,1.0
44,0.84,0.07746149495935273,0.003793751210061429,0.007208127299116715,1.0
45,0.98,0.10470536156041135,0.006182071753851751,0.009891314806162801,1.0
46,0.86,0.11182866056873071,0.04532421771552683,0.07251874834484294,0.0
47,0.8,0.07830272954853595,0.002316101600960489,0.0037057625615367824,1.0
48,0.83,0.05453481167970224,0.02052825031789747,0.026686725413266714,1.0
49,0.82,0.11626628414118836,0.04774628321154393,0.0763940531384703,-0.0
50,0.82,0.10762363846113847,0.05291510647819772,0.10053870230857566,0.0
51,0.79,0.0757868657770616,0.04203365155532222,0.05464374702191888,1.0
52,0.9,0.12243752468028975,0.018832034483347533,0.024481644828351794,1.0
53,0.85,0.07946842656820924,0.05487804697367535,0.08780487515788056,0.0
54,0.85,0.10121028484270243,0.00941221153127399,0.015059538450038388,1.0
55,0.86,0.08155518559877753,0.037158850140098745,0.048306505182128374,0.0
56,0.88,0.0951265144496825,0.021106206780903705,0.02743806881517482,1.0
57,0.88,0.11810377057721118,0.023027562084384532,0.03684409933501525,1.0
58,0.89,0.09574079920094788,0.011400285827386192,0.01824045732381791,1.0
59,0.85,0.11729649001335643,0.061065104676537856,0.11602369888542191,-0.0
60,0.83,0.08409039473823374,0.0070517195371413086,0.0091672353982837,1.0
61,0.83,0.057551463289642744,0.026665789021097046,0.03466552572742616,0.0
62,0.93,0.08995121607682725,0.008042834885950296,0.010455685351735385,1.0
63,0.79,0.07620798626568115,0.004541433761864213,0.005903863890423478,1.0
64,0.85,0.060838278092045305,0.03696232975070527,0.04805102867591685,-0.0
65,0.97,0.10087833304702615,0.037621391287844724,0.07148064344690497,-0.0
66,0.92,0.07289172458502681,0.03066931758660226,0.03987011286258294,-0.0
67,0.93,0.11214864984208268,0.020513658186182088,0.026667755642036717,1.0
68,0.86,0.06788998319334492,0.008562217172814773,0.01626821262834807,1.0
69,0.81,0.12053638534031924,0.018801859478089225,0.030082975164942762,1.0
70,0.8,0.049211262206406044,0.04032749369213617,0.05242574179977702,0.0
71,0.91,0.061271670563091594,0.02989485795271893,0.038863315338534606,1.0
72,0.88,0.09656289680180276,0.027557627914349073,0.04409220466295852,-0.0
73,0.92,0.05775614220238697,0.003437175563943094,0.005499480902308951,1.0
74,0.96,0.057011577925765666,0.027838946815999844,0.0528939989503997,-0.0
75,0.83,0.10673043014020275,0.05459100684455947,0.07096830889792731,-0.0
76,0.78,0.0930950033134522,0.031144117677574912,0.04048735298084739,1.0
77,0.89,0.08759685515921109,0.0034333818990221064,0.00549341103843537,1.0
78,0.81,0.08718498126401757,0.015770290430752648,0.020501377559978447,1.0
79,0.84,0.07912125803899016,0.04757082540211787,0.0761133206433886,0.0
80,0.99,0.07045475683695199,0.0534153699300119,0.06943998090901547,1.0
81,0.77,0.06572551992343968,0.02072855848635658,0.033165693578170535,1.0
82,0.87,0.06213338387285858,0.03515060976854604,0.06678615856023747,0.0
83,0.78,0.11245252029364029,0.025406165878050044,0.04827171516829508,1.0
84,0.87,0.04897667882540337,0.04046919309178421,0.07689146687439001,0.0
85,0.79,0.0527477954567822,0.04591520939881017,0.07346433503809628,0.0
86,0.71,0.11566864751236858,0.024476658719351486,0.03916265395096238,1.0
87,0.86,0.08890539930150264,0.013881926904480467,0.02637566111851289,1.0
88,0.92,0.11578014182801831,0.05521879081531338,0.0717844280599074,0.0
89,1.03,0.10645311194562453,0.021423197407565313,0.04070407507437409,1.0
90,0.75,0.09069090494478943,0.029502822786678495,0.05605536329468914,0.0
91,0.75,0.11781085273155233,0.02012985028607533,0.03220776045772053,1.0
92,0.83,0.08615041812112118,0.03291104292741717,0.06253098156209261,0.0
93,0.86,0.08129842907243492,0.049315997873149275,0.07890559659703886,0.0
94,0.94,0.09430694017670321,0.021539677322449807,0.034463483715919695,1.0
95,0.96,0.07769526432419029,0.0586103505663415,0.07619345573624395,-0.0
96,0.84,0.06738093979191308,0.052749266531634594,0.08439882645061536,0.0
97,0.92,0.09280729012229308,0.0589400874274268,0.1119861661121109,0.0
98,0.86,0.12142974920418063,0.012701919670088052,0.020323071472140884,1.0
99,0.88,0.07388474364079889,0.05517125542603877,0.0717226320538504,0.0
0,1.01,0.06957700601780963,0.029300678366686917,0.038090881876692996,-0.0
1,0.8,0.06941522874367177,0.018199506679995384,0.029119210687992617,1.0
2,0.84,0.06877874527653804,0.0020607164491664165,0.0026789313839163413,1.0
3,0.77,0.04931968926926363,0.02460098270878982,0.03936157233406371,1.0
4,0.81,0.05998229196361508,0.03550028997401547,0.06745055095062939,-0.0
5,0.89,0.06428284946504702,0.014171244130297014,0.01842261736938612,1.0
6,0.73,0.035434039260685786,0.010553892999160697,0.013720060898908908,1.0
7,0.97,0.07098815993253998,0.027013681188110553,0.04322188990097689,1.0
8,0.9,0.06946130330602346,0.03352187957993148,0.06369157120186981,0.0
9,0.8,0.04883037154830399,0.025293512832781254,0.03288156668261563,0.0
10,0.88,0.06371692970235038,0.021021863980366547,0.039941541562696435,1.0
11,0.97,0.049103401122787015,0.029724984288659346,0.04755997486185496,0.0
12,0.8,0.0415778470735702,0.024603917678732035,0.04674744358959086,-0.0
13,0.82,0.06080589438617287,0.02542451157123339,0.04067921851397343,-0.0
14,0.87,0.032197474547653156,0.012818158239920434,0.016663605711896564,0.0
15,0.77,0.0646737970699738,0.013774454115633283,0.022039126585013256,1.0
16,0.88,0.07251711580228712,0.02971265055581967,0.04754024088931148,-0.0
17,0.78,0.042003951768834376,0.0259261285016331,0.03370396705212303,-0.0
18,0.86,0.07082367012354329,0.02596668113276385,0.04154668981242216,1.0
19,0.82,0.03307986180996042,0.004247359564790827,0.005521567434228075,1.0
20,0.94,0.06722594571176428,0.021927503262784708,0.02850575424162012,1.0
21,0.84,0.04172780351212613,0.030545230134367475,0.04887236821498797,1.0
22,0.94,0.07199432413817648,0.018259546328266756,0.02373741022674678,1.0
23,0.78,0.048381059197789074,0.01926591084168041,0.03660523059919278,1.0
24,0.88,0.07005166041861197,0.03566285375396792,0.06775942213253904,-0.0
25,1.04,0.030797187492059508,0.03589122696913029,0.04665859505986938,-0.0
26,1.06,0.03316635918721949,0.023544531650726216,0.030607891145944085,1.0
27,0.88,0.06538691935756646,0.022401984203286377,0.035843174725258206,1.0
28,0.85,0.05754709241201785,0.013603025702196351,0.017683933412855256,1.0
29,0.75,0.053002280507543145,0.003964219331414437,0.007532016729687431,1.0
30,0.9,0.030832446029633396,0.01964801854555728,0.025542424109224464,1.0
31,0.79,0.037031165982119814,0.022634631287030367,0.03621541005924859,-0.0
32,0.84,0.04572625909245217,0.011979144962885565,0.015572888451751235,1.0
33,0.79,0.031685798174257276,0.014410558864428874,0.01873372652375754,1.0
34,0.93,0.07317689991017334,0.005707611938294133,0.0074198955197823735,1.0
35,0.91,0.06313047011822281,0.03076485951011823,0.05845323306922463,-0.0
36,0.96,0.07127014505681924,0.019535581060231386,0.0253962553783008,1.0
37,0.88,0.06028590922006301,0.028750397863203058,0.03737551722216397,-0.0
38,0.79,0.0445352622995023,0.02406694942371711,0.045727203905062505,1.0
39,0.78,0.03281146532483937,0.03330098189928355,0.06327186560863875,-0.0
40,0.88,0.061645486257223284,0.023009462883264473,0.036815140613223156,-0.0
41,0.87,0.034418251223553464,0.014324073411509335,0.022918517458414937,-0.0
42,0.82,0.053514844721052474,0.011146249039682397,0.02117787317539655,1.0
43,0.86,0.049851776969583365,0.03673752207376633,0.047758778695896224,1.0
44,0.85,0.05119574209530381,0.0074087074039685666,0.014076544067540275,1.0
45,0.92,0.03270505436152831,0.02760737282483556,0.0441717965197369,-0.0
46,0.78,0.03265168075339853,0.004190851522162096,0.006705362435459355,1.0
47,0.9,0.05233054291899524,0.009567766220743769,0.012438096086966902,1.0
48,0.86,0.030733806790813074,0.032862385072889834,0.06243853163849068,-0.0
49,0.87,0.05255789996123814,0.03207808122238985,0.051324929955823766,-0.0
50,0.84,0.0360173291374643,0.016836983023075024,0.02693917283692004,-0.0
51,0.9,0.041811499470949066,0.029400012923991605,0.055860024555584045,-0.0
52,0.87,0.036048251910904515,0.016088994654846415,0.025742391447754268,-0.0
53,1.0,0.054454539427345856,0.026144044015707264,0.041830470425131626,1.0
54,0.85,0.04651203497977666,0.034607580849196004,0.044989855103954805,-0.0
55,0.74,0.039226554651079805,0.027614677021245232,0.04418348323399238,-0.0
56,0.97,0.039161011366669406,0.016986916693456384,0.032275141717567124,-0.0
57,0.91,0.054261424655945106,0.028965423555093288,0.03765505062162128,1.0
58,0.97,0.06954093894474911,0.0014024420382073826,0.002664639872594027,1.0
59,0.83,0.0478710872492929,0.005181540448404977,0.009844926851969455,1.0
60,0.75,0.036585410712674765,0.029604505525730972,0.03848585718345027,-0.0
61,0.82,0.043345641778162226,0.009963885867750922,0.015942217388401476,1.0
62,0.82,0.03998723058499805,0.012597007256618643,0.023934313787575424,1.0
63,0.78,0.05462767106486596,0.009908117843866627,0.015852988550186606,1.0
64,0.82,0.06406615891217096,0.034110854758509154,0.05457736761361465,-0.0
65,0.9,0.05447564038330263,0.02277753488303726,0.03644405581285962,1.0
66,0.92,0.03768609386114195,0.022428558312181577,0.042614260793144995,0.0
67,0.79,0.04373209556887931,0.017965617748395772,0.0233553030729145,1.0
68,0.77,0.04619331682756593,0.026705823030299825,0.04272931684847973,-0.0
69,0.83,0.0488328770479991,0.01174124163689258,0.01878598661902813,1.0
70,0.96,0.04691778535668147,0.012379168512118394,0.02352042017302495,1.0
71,0.86,0.07337445785814878,0.0066051069812304046,0.01254970326433777,1.0
72,0.85,0.05368827911320113,0.014275031724698314,0.027122560276926798,1.0
